Property_ID,Property,Community,Developer,Property_Type,Bedrooms,Price_AED,ROI,Rental_Yield,Expected_Appreciation,Risk
PID-00771,Vista Residence,Business Bay,Emaar,Townhouse,3 BR,1443475,8.8%,7.7%,High,Low
PID-00772,Skyline Vista,Business Bay,DAMAC,Villa,1 BR,2651249,7.8%,7.3%,High,Low
PID-00773,The Collection,JVC,Binghatti,Townhouse,4 BR,1543881,9.2%,8.4%,Medium,Medium
PID-00774,Marina Residences,Business Bay,DAMAC,Townhouse,1 BR,4430540,8.5%,7.8%,High,Low
PID-00775,Infinity Gardens,Business Bay,Binghatti,Villa,Studio,4279469,8.4%,8.2%,High,Low
PID-00776,Infinity Horizon,Dubai Marina,Sobha Realty,Villa,3 BR,3996556,8.4%,6.8%,High,Low
PID-00777,Harbour Tower,Dubai Marina,Sobha Realty,Apartment,3 BR,3521759,7.2%,8.5%,High,Low
PID-00778,Creek Collection,Dubai Marina,Binghatti,Villa,4 BR,2008319,8.6%,8.0%,High,Low
PID-00779,Infinity Point,Dubai Marina,Danube,Villa,2 BR,3880437,7.3%,7.6%,High,Low
PID-00780,Canal Heights,JVC,Emaar,Townhouse,4 BR,834206,9.7%,8.4%,Medium,Medium
PID-00781,Marina Vista,Dubai Marina,Emaar,Villa,3 BR,3024265,8.9%,6.7%,High,Low
PID-00782,Azure Living,JVC,Binghatti,Apartment,Studio,1452284,8.4%,8.1%,Medium,Medium
PID-00783,The Vista,JVC,DAMAC,Townhouse,Studio,1668183,8.4%,8.7%,Medium,Medium
PID-00784,Central Point,JVC,DAMAC,Villa,3 BR,671671,10.0%,8.1%,Medium,Medium
PID-00785,Creek Heights,Dubai Marina,Binghatti,Apartment,2 BR,3346503,8.3%,8.3%,High,Low
PID-00786,Royal View,Business Bay,Binghatti,Apartment,3 BR,3762138,7.9%,7.6%,High,Low
PID-00787,Park Vista,Business Bay,DAMAC,Villa,Studio,3148589,8.5%,7.9%,High,Low
PID-00788,Azure Horizon,JVC,Emaar,Villa,4 BR,1532820,9.3%,8.3%,Medium,Medium
PID-00789,Azure Living,Dubai Marina,DAMAC,Villa,2 BR,3445668,8.3%,8.3%,High,Low
PID-00790,Palm Horizon,JVC,DAMAC,Villa,2 BR,1573506,8.5%,8.9%,Medium,Medium
PID-00791,Infinity Residences,Dubai Marina,Binghatti,Townhouse,3 BR,2193671,9.0%,7.8%,High,Low
PID-00792,Azure Residence,Business Bay,Danube,Townhouse,2 BR,2134692,7.6%,6.8%,High,Low
PID-00793,Central Point,Business Bay,Emaar,Townhouse,2 BR,4167303,7.8%,7.8%,High,Low
PID-00794,Harbour Collection,Dubai Marina,Sobha Realty,Townhouse,3 BR,2182135,7.0%,7.9%,High,Low
PID-00795,Palm Central,Business Bay,Danube,Villa,3 BR,1673117,8.5%,7.4%,High,Low
PID-00796,Marina Residences,Dubai Marina,Binghatti,Townhouse,4 BR,1662843,8.2%,7.2%,High,Low
PID-00797,Central Horizon,Dubai Marina,Emaar,Townhouse,3 BR,1824966,7.9%,7.2%,High,Low
PID-00798,Vista One,Dubai Marina,Emaar,Townhouse,3 BR,3626655,7.3%,6.8%,High,Low
PID-00799,Central One,Dubai Marina,Emaar,Villa,3 BR,4509518,8.8%,6.9%,High,Low
PID-00800,Ocean One,JVC,Emaar,Villa,4 BR,1406866,9.2%,8.4%,Medium,Medium
PID-00801,Elite Living,Dubai Marina,Emaar,Townhouse,3 BR,2388552,7.4%,8.3%,High,Low
PID-00802,Canal Central,Business Bay,Sobha Realty,Villa,3 BR,1514880,7.6%,7.2%,High,Low
PID-00803,Palm Point,Dubai Marina,Binghatti,Townhouse,4 BR,3412985,8.2%,7.5%,High,Low
PID-00804,Canal Gardens,JVC,Sobha Realty,Villa,3 BR,1435833,9.2%,7.6%,Medium,Medium
PID-00805,Canal Tower,Dubai Marina,Sobha Realty,Townhouse,2 BR,4073169,8.9%,8.1%,High,Low
PID-00806,Central Vista,Business Bay,DAMAC,Villa,2 BR,3329130,8.3%,6.9%,High,Low
PID-00807,Royal Point,Business Bay,Danube,Townhouse,3 BR,1458734,7.5%,7.9%,High,Low
PID-00808,Park Central,Dubai Marina,Binghatti,Villa,1 BR,1662997,7.4%,6.9%,High,Low
PID-00809,Canal Vista,Business Bay,DAMAC,Villa,4 BR,4201328,7.3%,6.8%,High,Low
PID-00810,Harbour Horizon,Dubai Marina,Emaar,Apartment,2 BR,3811834,8.6%,6.7%,High,Low
PID-00811,Royal Tower,JVC,Sobha Realty,Villa,4 BR,1280859,8.8%,9.0%,Medium,Medium
PID-00812,Royal Gardens,Dubai Marina,Danube,Villa,1 BR,4447819,8.2%,6.9%,High,Low
PID-00813,Central Tower,Business Bay,Danube,Apartment,3 BR,2494187,7.7%,7.3%,High,Low
PID-00814,Azure Gardens,Dubai Marina,Danube,Apartment,3 BR,4188101,8.9%,6.5%,High,Low
PID-00815,Canal Living,Dubai Marina,Sobha Realty,Townhouse,2 BR,4954785,8.0%,8.3%,High,Low
PID-00816,Royal Central,JVC,Danube,Villa,Studio,1079574,9.7%,8.6%,Medium,Medium
PID-00817,Azure Collection,Dubai Marina,DAMAC,Villa,3 BR,4129033,7.9%,7.1%,High,Low
PID-00818,Azure One,Business Bay,Danube,Villa,4 BR,2761685,8.2%,7.3%,High,Low
PID-00819,Marina One,Business Bay,DAMAC,Townhouse,3 BR,2002903,7.8%,6.7%,High,Low
PID-00820,Elite Residences,Business Bay,Danube,Villa,4 BR,4252437,8.6%,8.1%,High,Low
PID-00821,The Horizon,Dubai Marina,DAMAC,Villa,2 BR,3739031,8.8%,7.8%,High,Low
PID-00822,Infinity Living,JVC,Sobha Realty,Apartment,2 BR,783291,8.6%,8.1%,Medium,Medium
PID-00823,Creek Square,JVC,Sobha Realty,Apartment,3 BR,980377,9.9%,8.6%,Medium,Medium
PID-00824,The Tower,Dubai Marina,Emaar,Townhouse,2 BR,4917072,8.3%,7.8%,High,Low
PID-00825,Creek One,Dubai Marina,DAMAC,Villa,Studio,1996848,7.7%,6.8%,High,Low
PID-00826,Central Vista,JVC,Binghatti,Townhouse,Studio,1170502,9.2%,7.9%,Medium,Medium
PID-00827,Skyline Point,Business Bay,DAMAC,Townhouse,Studio,1712547,8.3%,7.1%,High,Low
PID-00828,Elite Tower,JVC,Emaar,Apartment,3 BR,693266,9.9%,8.5%,Medium,Medium
PID-00829,Park Gardens,JVC,Danube,Apartment,3 BR,887453,8.2%,8.6%,Medium,Medium
PID-00830,Central Gardens,Dubai Marina,Danube,Villa,Studio,2682772,7.1%,7.5%,High,Low
PID-00831,Grand View,Dubai Marina,DAMAC,Villa,3 BR,1848155,7.3%,6.7%,High,Low
PID-00832,Azure Square,JVC,Binghatti,Townhouse,1 BR,1261776,8.5%,8.2%,Medium,Medium
PID-00833,Azure Square,Dubai Marina,DAMAC,Villa,Studio,4014387,7.7%,8.3%,High,Low
PID-00834,Palm Horizon,JVC,Emaar,Villa,Studio,788619,9.0%,8.9%,Medium,Medium
PID-00835,Ocean One,JVC,Danube,Villa,1 BR,1087515,9.2%,8.2%,Medium,Medium
PID-00836,Canal Tower,Dubai Marina,DAMAC,Apartment,1 BR,2861960,8.7%,8.1%,High,Low
PID-00837,Infinity Park,Business Bay,Emaar,Apartment,Studio,3660321,8.7%,7.4%,High,Low
PID-00838,Harbour Park,Dubai Marina,Emaar,Apartment,2 BR,3391406,8.0%,8.2%,High,Low
PID-00839,Creek Horizon,Dubai Marina,Emaar,Villa,3 BR,4692802,7.5%,7.9%,High,Low
PID-00840,Ocean Living,JVC,Danube,Townhouse,3 BR,1117863,9.8%,8.3%,Medium,Medium
PID-00841,Elite Residence,JVC,Sobha Realty,Villa,Studio,839418,9.2%,8.6%,Medium,Medium
PID-00842,Azure Point,JVC,Sobha Realty,Apartment,1 BR,1436164,9.5%,8.4%,Medium,Medium
PID-00843,Harbour One,JVC,Binghatti,Apartment,2 BR,755191,9.1%,8.9%,Medium,Medium
PID-00844,Canal Central,Dubai Marina,Binghatti,Apartment,Studio,1659160,8.1%,7.9%,High,Low
PID-00845,Royal One,Business Bay,Sobha Realty,Townhouse,3 BR,2871509,7.4%,6.9%,High,Low
PID-00846,Harbour Residence,JVC,Binghatti,Villa,Studio,1400762,9.5%,8.5%,Medium,Medium
PID-00847,Park View,JVC,Emaar,Villa,3 BR,915665,8.4%,7.7%,Medium,Medium
PID-00848,Ocean Gardens,JVC,Emaar,Apartment,2 BR,903004,8.8%,8.5%,Medium,Medium
PID-00849,Marina Central,JVC,Binghatti,Villa,3 BR,913231,9.5%,7.8%,Medium,Medium
PID-00850,The Heights,Business Bay,DAMAC,Townhouse,1 BR,1274518,7.7%,7.6%,High,Low
PID-00851,Park One,Business Bay,Binghatti,Apartment,2 BR,3305273,7.7%,7.0%,High,Low
PID-00852,Azure Vista,JVC,Sobha Realty,Apartment,1 BR,1642453,8.3%,7.6%,Medium,Medium
PID-00853,Grand Point,Dubai Marina,Danube,Apartment,3 BR,3316770,7.8%,7.7%,High,Low
PID-00854,Vista Collection,Dubai Marina,DAMAC,Townhouse,2 BR,1812741,7.7%,7.8%,High,Low
PID-00855,Central Vista,Dubai Marina,Emaar,Villa,2 BR,3424839,8.2%,7.1%,High,Low
PID-00856,Central Place,Business Bay,Danube,Townhouse,3 BR,3091442,8.5%,6.7%,High,Low
PID-00857,Canal Square,Dubai Marina,Danube,Townhouse,2 BR,4859594,8.5%,6.9%,High,Low
PID-00858,Palm Horizon,JVC,Emaar,Apartment,2 BR,1599340,8.5%,8.3%,Medium,Medium
PID-00859,Canal Residences,Dubai Marina,Danube,Villa,1 BR,4478620,8.9%,6.8%,High,Low
PID-00860,Ocean Vista,Business Bay,DAMAC,Apartment,Studio,4099364,7.4%,8.1%,High,Low
PID-00861,Azure Residences,Dubai Marina,Emaar,Villa,Studio,2937336,7.5%,8.4%,High,Low
PID-00862,Skyline Park,Dubai Marina,Danube,Townhouse,3 BR,4933994,8.1%,7.3%,High,Low
PID-00863,Infinity Heights,Business Bay,Binghatti,Apartment,4 BR,3375579,8.6%,7.5%,High,Low
PID-00864,Park View,Dubai Marina,Emaar,Apartment,2 BR,4376847,8.4%,6.6%,High,Low
PID-00865,Ocean Horizon,JVC,Sobha Realty,Villa,Studio,1149983,8.8%,7.6%,Medium,Medium
PID-00866,Palm Gardens,JVC,Binghatti,Apartment,2 BR,914601,9.1%,8.4%,Medium,Medium
PID-00867,Central Central,JVC,Danube,Apartment,2 BR,1945500,9.3%,8.8%,Medium,Medium
PID-00868,Harbour Gardens,JVC,Binghatti,Villa,1 BR,1994555,8.8%,7.9%,Medium,Medium
PID-00869,Azure Vista,JVC,Sobha Realty,Villa,3 BR,1671292,8.5%,8.0%,Medium,Medium
PID-00870,Royal Horizon,JVC,Danube,Villa,1 BR,1497402,9.1%,8.3%,Medium,Medium
PID-00871,Vista Vista,Dubai Marina,Danube,Villa,2 BR,1681622,8.0%,7.2%,High,Low
PID-00872,Vista Square,Business Bay,DAMAC,Townhouse,Studio,3704150,8.2%,7.5%,High,Low
PID-00873,Harbour View,Business Bay,Danube,Villa,4 BR,1506577,8.3%,8.0%,High,Low
PID-00874,Park Tower,Business Bay,Binghatti,Townhouse,2 BR,3876048,7.2%,7.3%,High,Low
PID-00875,Infinity Residence,Dubai Marina,Danube,Apartment,Studio,4889274,8.4%,8.3%,High,Low
PID-00876,Infinity Vista,Dubai Marina,Binghatti,Apartment,4 BR,2229641,7.6%,8.4%,High,Low
PID-00877,Park Place,JVC,Danube,Villa,4 BR,1080342,8.4%,8.2%,Medium,Medium
PID-00878,Infinity View,JVC,Sobha Realty,Apartment,1 BR,1655546,8.0%,8.6%,Medium,Medium
PID-00879,Marina Horizon,Dubai Marina,Binghatti,Villa,3 BR,2194484,7.8%,8.1%,High,Low
PID-00880,Harbour One,JVC,DAMAC,Villa,4 BR,776020,9.1%,7.7%,Medium,Medium
PID-00881,Park Tower,Dubai Marina,Sobha Realty,Townhouse,1 BR,2259767,8.9%,8.3%,High,Low
PID-00882,Infinity Collection,JVC,Sobha Realty,Villa,1 BR,944618,9.7%,8.2%,Medium,Medium
PID-00883,The Central,Business Bay,Emaar,Apartment,Studio,3121111,7.6%,6.7%,High,Low
PID-00884,Elite One,JVC,Sobha Realty,Villa,2 BR,1236879,8.4%,8.6%,Medium,Medium
PID-00885,Park Residences,Dubai Marina,Danube,Townhouse,3 BR,2698444,8.1%,7.2%,High,Low
PID-00886,Ocean Square,Dubai Marina,Danube,Villa,Studio,4100918,7.7%,7.7%,High,Low
PID-00887,Skyline Gardens,Dubai Marina,Binghatti,Apartment,4 BR,2259085,8.6%,8.2%,High,Low
PID-00888,The Heights,Business Bay,DAMAC,Townhouse,2 BR,3239069,7.2%,7.5%,High,Low
PID-00889,Royal Point,JVC,Danube,Apartment,3 BR,825771,8.1%,8.3%,Medium,Medium
PID-00890,Creek Park,Business Bay,Binghatti,Apartment,3 BR,4353770,7.7%,7.7%,High,Low
PID-00891,Royal Living,Dubai Marina,Danube,Townhouse,1 BR,1700534,7.4%,6.6%,High,Low
PID-00892,Elite One,JVC,Emaar,Townhouse,Studio,1923980,9.5%,8.1%,Medium,Medium
PID-00893,Infinity Residences,Dubai Marina,Danube,Townhouse,Studio,2082352,8.8%,7.4%,High,Low
PID-00894,Vista Place,Business Bay,Sobha Realty,Villa,1 BR,2929669,7.4%,6.6%,High,Low
PID-00895,Grand Heights,Dubai Marina,DAMAC,Villa,1 BR,3522803,7.7%,7.5%,High,Low
PID-00896,Grand One,Business Bay,Emaar,Villa,1 BR,3346020,8.3%,6.6%,High,Low
PID-00897,Marina One,JVC,Sobha Realty,Villa,3 BR,856753,8.5%,7.9%,Medium,Medium
PID-00898,Infinity Place,Business Bay,Emaar,Villa,2 BR,4239189,8.2%,7.9%,High,Low
PID-00899,Canal Gardens,Business Bay,DAMAC,Villa,Studio,2487836,7.3%,7.9%,High,Low
PID-00900,Infinity View,Dubai Marina,DAMAC,Apartment,Studio,2247352,8.1%,6.9%,High,Low
PID-00901,Ocean Point,Dubai Marina,DAMAC,Apartment,1 BR,4199425,8.1%,6.7%,High,Low
PID-00902,Park One,Business Bay,DAMAC,Apartment,1 BR,1924630,8.0%,8.1%,High,Low
PID-00903,Marina Residence,JVC,Emaar,Villa,1 BR,1902964,8.8%,8.9%,Medium,Medium
PID-00904,Royal Place,Dubai Marina,Sobha Realty,Villa,3 BR,2235601,7.8%,8.1%,High,Low
PID-00905,Grand Place,Business Bay,Sobha Realty,Townhouse,4 BR,1450267,7.1%,7.3%,High,Low
PID-00906,The Park,JVC,DAMAC,Townhouse,2 BR,977461,9.4%,8.2%,Medium,Medium
PID-00907,Vista Residences,JVC,Emaar,Apartment,1 BR,920828,8.7%,8.6%,Medium,Medium
PID-00908,Vista Vista,Dubai Marina,Sobha Realty,Apartment,1 BR,4275422,7.4%,8.1%,High,Low
PID-00909,Marina Place,Business Bay,DAMAC,Villa,1 BR,1227003,7.2%,7.4%,High,Low
PID-00910,Skyline Gardens,Business Bay,Binghatti,Townhouse,Studio,1728473,8.3%,7.4%,High,Low
PID-00911,Royal Horizon,Business Bay,Binghatti,Townhouse,Studio,2708049,8.4%,6.7%,High,Low
PID-00912,Palm Horizon,Dubai Marina,Danube,Apartment,1 BR,3558606,8.5%,6.5%,High,Low
PID-00913,Canal Central,Business Bay,Danube,Apartment,Studio,2947085,8.8%,6.6%,High,Low
PID-00914,Central Horizon,Business Bay,Emaar,Villa,3 BR,3450255,8.1%,8.2%,High,Low
PID-00915,Infinity Horizon,Business Bay,Emaar,Townhouse,Studio,4270823,8.2%,7.1%,High,Low
PID-00916,Azure Park,Business Bay,Emaar,Villa,1 BR,2205479,8.0%,7.3%,High,Low
PID-00917,Park Vista,Business Bay,Emaar,Villa,4 BR,3149857,8.4%,7.6%,High,Low
PID-00918,Palm Residences,Dubai Marina,Danube,Villa,Studio,2435585,7.2%,6.9%,High,Low
PID-00919,Azure Horizon,Dubai Marina,Emaar,Townhouse,2 BR,4172948,8.3%,8.4%,High,Low
PID-00920,Ocean Central,Dubai Marina,Binghatti,Villa,4 BR,1618593,8.4%,7.3%,High,Low
PID-00921,Canal Tower,Dubai Marina,Emaar,Apartment,1 BR,3941234,7.7%,8.2%,High,Low
PID-00922,Canal View,Dubai Marina,Emaar,Townhouse,3 BR,3376724,8.1%,6.6%,High,Low
PID-00923,Park Gardens,Business Bay,Emaar,Apartment,2 BR,4195663,8.4%,7.3%,High,Low
PID-00924,Royal Park,JVC,Binghatti,Villa,2 BR,1027879,8.7%,8.5%,Medium,Medium
PID-00925,Vista Residences,Dubai Marina,Sobha Realty,Apartment,Studio,3594108,7.8%,7.2%,High,Low
PID-00926,Royal One,Dubai Marina,DAMAC,Apartment,2 BR,2255152,7.5%,7.9%,High,Low
PID-00927,Azure Park,Dubai Marina,Danube,Apartment,2 BR,3204471,8.0%,8.3%,High,Low
PID-00928,Marina One,Dubai Marina,Binghatti,Apartment,4 BR,3562885,7.0%,6.8%,High,Low
PID-00929,The Heights,Dubai Marina,DAMAC,Villa,4 BR,4904926,8.5%,7.2%,High,Low
PID-00930,The Gardens,Business Bay,Sobha Realty,Townhouse,4 BR,2502435,7.1%,7.0%,High,Low
PID-00931,Palm Park,Dubai Marina,Sobha Realty,Townhouse,1 BR,1860848,8.9%,6.7%,High,Low
PID-00932,Harbour Park,Dubai Marina,Danube,Townhouse,1 BR,4581295,7.6%,7.7%,High,Low
PID-00933,Infinity Square,Dubai Marina,Emaar,Villa,2 BR,3149191,8.1%,7.9%,High,Low
PID-00934,The Point,Business Bay,DAMAC,Apartment,3 BR,3627979,7.4%,6.9%,High,Low
PID-00935,Skyline Horizon,Business Bay,Sobha Realty,Apartment,4 BR,1470782,7.6%,6.9%,High,Low
PID-00936,Palm Central,Dubai Marina,Binghatti,Townhouse,Studio,2469223,7.8%,8.3%,High,Low
PID-00937,Palm Square,Dubai Marina,Danube,Villa,1 BR,4271544,8.0%,7.4%,High,Low
PID-00938,Grand Park,JVC,Danube,Apartment,1 BR,809209,8.4%,9.0%,Medium,Medium
PID-00939,Central View,JVC,Sobha Realty,Townhouse,1 BR,1753034,8.0%,7.8%,Medium,Medium
PID-00940,Royal Central,Business Bay,Sobha Realty,Apartment,1 BR,2370225,7.9%,7.9%,High,Low
PID-00941,Skyline Square,JVC,Binghatti,Apartment,3 BR,1445822,9.5%,9.0%,Medium,Medium
PID-00942,The Horizon,Dubai Marina,Sobha Realty,Townhouse,Studio,2157064,7.2%,7.7%,High,Low
PID-00943,Azure Collection,JVC,DAMAC,Villa,2 BR,1723312,8.7%,7.7%,Medium,Medium
PID-00944,Harbour Collection,Dubai Marina,DAMAC,Townhouse,Studio,3179885,8.7%,8.2%,High,Low
PID-00945,Azure One,Dubai Marina,Danube,Apartment,4 BR,4446559,8.0%,7.4%,High,Low
PID-00946,Central Central,Dubai Marina,Emaar,Townhouse,3 BR,3519867,8.3%,8.3%,High,Low
PID-00947,Park One,Dubai Marina,Binghatti,Apartment,4 BR,3339907,8.3%,7.8%,High,Low
PID-00948,Palm Park,JVC,Sobha Realty,Townhouse,4 BR,1770239,9.9%,8.0%,Medium,Medium
PID-00949,Canal One,Dubai Marina,Sobha Realty,Apartment,Studio,1940763,8.0%,7.6%,High,Low
PID-00950,Elite Residence,Dubai Marina,Danube,Townhouse,1 BR,1682965,8.5%,6.8%,High,Low
PID-00951,Central Heights,Business Bay,DAMAC,Townhouse,4 BR,3243738,8.1%,8.1%,High,Low
PID-00952,Vista Point,JVC,DAMAC,Townhouse,3 BR,1132496,8.8%,9.0%,Medium,Medium
PID-00953,Marina Park,Dubai Marina,Binghatti,Villa,1 BR,2187696,8.2%,7.3%,High,Low
PID-00954,Palm Place,JVC,Danube,Townhouse,Studio,1049198,9.5%,8.2%,Medium,Medium
PID-00955,Skyline One,Dubai Marina,DAMAC,Villa,3 BR,3385901,8.9%,6.7%,High,Low
PID-00956,Palm Place,Business Bay,Emaar,Townhouse,4 BR,3856407,7.4%,6.9%,High,Low
PID-00957,Vista Square,JVC,Sobha Realty,Villa,3 BR,1806707,8.4%,8.0%,Medium,Medium
PID-00958,Royal Tower,Business Bay,Binghatti,Villa,3 BR,1567341,8.2%,6.9%,High,Low
PID-00959,Royal Gardens,Business Bay,Danube,Villa,4 BR,1407587,8.2%,7.1%,High,Low
PID-00960,Grand Collection,JVC,Danube,Apartment,Studio,1731927,8.5%,8.6%,Medium,Medium
PID-00961,Creek Heights,Dubai Marina,Emaar,Apartment,2 BR,2442139,8.2%,7.5%,High,Low
PID-00962,Grand Vista,Business Bay,Sobha Realty,Villa,1 BR,3729127,7.7%,7.0%,High,Low
PID-00963,Marina Collection,Business Bay,Sobha Realty,Villa,Studio,2530131,7.7%,8.2%,High,Low
PID-00964,Central Heights,JVC,Emaar,Villa,1 BR,1736464,9.6%,8.5%,Medium,Medium
PID-00965,Marina Tower,Dubai Marina,Sobha Realty,Villa,1 BR,3497441,7.2%,8.5%,High,Low
PID-00966,Ocean Gardens,JVC,Binghatti,Apartment,2 BR,1741201,8.6%,8.1%,Medium,Medium
PID-00967,Royal Residences,Dubai Marina,DAMAC,Townhouse,2 BR,4974416,7.9%,7.7%,High,Low
PID-00968,Azure Residences,Business Bay,Binghatti,Apartment,1 BR,2968960,7.7%,7.6%,High,Low
PID-00969,Azure Park,Dubai Marina,Danube,Apartment,1 BR,2578744,7.5%,8.3%,High,Low
PID-00970,Azure Square,JVC,Binghatti,Apartment,3 BR,1929850,8.6%,8.6%,Medium,Medium
PID-00971,Royal One,Business Bay,DAMAC,Villa,1 BR,1755622,8.6%,6.8%,High,Low
PID-00972,Ocean Park,JVC,Danube,Villa,4 BR,1755306,8.7%,8.7%,Medium,Medium
PID-00973,Vista Tower,JVC,DAMAC,Villa,3 BR,964311,9.3%,8.7%,Medium,Medium
PID-00974,Creek Collection,Dubai Marina,Sobha Realty,Villa,3 BR,4019319,7.9%,7.3%,High,Low
PID-00975,Vista Park,JVC,DAMAC,Villa,2 BR,724242,8.7%,8.2%,Medium,Medium
PID-00976,Harbour Park,Business Bay,Danube,Apartment,3 BR,1964567,7.4%,7.1%,High,Low
PID-00977,The Gardens,Business Bay,Sobha Realty,Villa,1 BR,2423254,7.3%,7.4%,High,Low
PID-00978,Ocean Central,Business Bay,Sobha Realty,Townhouse,1 BR,2496156,7.7%,7.6%,High,Low
PID-00979,Marina Tower,Business Bay,DAMAC,Apartment,3 BR,4043262,7.7%,7.8%,High,Low
PID-00980,Skyline Tower,Business Bay,Emaar,Villa,2 BR,3116832,7.5%,7.4%,High,Low
PID-00981,Creek Square,Business Bay,Binghatti,Villa,4 BR,3743676,7.1%,8.2%,High,Low
PID-00982,Canal Collection,JVC,DAMAC,Apartment,1 BR,907095,8.6%,8.0%,Medium,Medium
PID-00983,The Vista,Dubai Marina,DAMAC,Townhouse,3 BR,4061408,7.8%,8.4%,High,Low
PID-00984,Palm Park,Business Bay,Emaar,Villa,Studio,4032152,7.3%,7.5%,High,Low
PID-00985,Royal Tower,JVC,Danube,Apartment,2 BR,1868982,8.2%,8.7%,Medium,Medium
PID-00986,Infinity Heights,Dubai Marina,DAMAC,Villa,4 BR,3723875,7.3%,6.7%,High,Low
PID-00987,Elite Place,JVC,Binghatti,Apartment,2 BR,808362,10.0%,7.8%,Medium,Medium
PID-00988,Ocean Residences,JVC,Binghatti,Townhouse,3 BR,1864624,9.8%,8.1%,Medium,Medium
PID-00989,Palm Collection,Business Bay,Sobha Realty,Townhouse,1 BR,4491844,8.8%,7.8%,High,Low
PID-00990,Vista Square,Dubai Marina,Sobha Realty,Apartment,2 BR,2459554,7.6%,7.6%,High,Low
PID-00991,Royal Central,JVC,Emaar,Apartment,3 BR,1063590,8.7%,8.4%,Medium,Medium
PID-00992,Royal Tower,JVC,Binghatti,Apartment,1 BR,1548027,9.6%,8.9%,Medium,Medium
PID-00993,Ocean One,JVC,Emaar,Townhouse,2 BR,1179025,9.3%,8.4%,Medium,Medium
PID-00994,Palm Square,Dubai Marina,Binghatti,Townhouse,1 BR,2703261,8.3%,7.8%,High,Low
PID-00995,Central Place,JVC,DAMAC,Villa,Studio,1207719,9.7%,8.3%,Medium,Medium
PID-00996,Infinity Vista,Business Bay,Emaar,Villa,4 BR,2615222,8.0%,7.0%,High,Low
PID-00997,Vista Central,Business Bay,Emaar,Villa,Studio,3855018,8.2%,7.0%,High,Low
PID-00998,Marina Heights,Dubai Marina,DAMAC,Townhouse,4 BR,1576039,7.3%,7.2%,High,Low
PID-00999,Marina Tower,Business Bay,Sobha Realty,Villa,1 BR,1444032,8.1%,7.8%,High,Low
PID-01000,Harbour Square,Dubai Marina,DAMAC,Apartment,2 BR,3017172,7.3%,7.2%,High,Low
PID-01001,Marina Central,Dubai Marina,Danube,Townhouse,2 BR,2891098,8.6%,6.6%,High,Low
PID-01002,Infinity Square,Dubai Marina,Danube,Apartment,4 BR,3056757,7.4%,7.4%,High,Low
PID-01003,Ocean Gardens,Business Bay,Emaar,Townhouse,2 BR,3160089,7.0%,7.9%,High,Low
PID-01004,Canal Collection,Business Bay,Danube,Townhouse,2 BR,1891816,7.4%,7.8%,High,Low
PID-01005,Ocean Park,JVC,Sobha Realty,Villa,Studio,1088917,8.5%,9.0%,Medium,Medium
PID-01006,Azure Horizon,Business Bay,Binghatti,Townhouse,4 BR,1949427,7.3%,6.9%,High,Low
PID-01007,Grand Tower,Dubai Marina,DAMAC,Villa,2 BR,4148467,7.3%,7.6%,High,Low
PID-01008,Park Collection,Business Bay,Sobha Realty,Apartment,3 BR,2780969,7.8%,7.2%,High,Low
PID-01009,Park Square,Business Bay,Sobha Realty,Townhouse,Studio,3631937,7.7%,7.4%,High,Low
PID-01010,Harbour Collection,Dubai Marina,DAMAC,Villa,3 BR,3394959,7.6%,6.7%,High,Low
PID-01011,Infinity Park,Dubai Marina,Danube,Apartment,Studio,2059839,7.6%,7.4%,High,Low
PID-01012,Central Collection,Business Bay,Danube,Townhouse,3 BR,3851604,8.3%,7.6%,High,Low
PID-01013,Vista Residences,JVC,DAMAC,Townhouse,Studio,883002,9.6%,7.8%,Medium,Medium
PID-01014,Canal Residence,Business Bay,Binghatti,Apartment,4 BR,2822132,8.7%,7.5%,High,Low
PID-01015,The Park,Business Bay,DAMAC,Villa,2 BR,4495589,7.2%,7.7%,High,Low
PID-01016,Canal View,Business Bay,Binghatti,Townhouse,4 BR,1764846,8.2%,7.7%,High,Low
PID-01017,Vista Tower,JVC,Danube,Apartment,1 BR,1236069,8.4%,8.9%,Medium,Medium
PID-01018,Grand Residence,Dubai Marina,DAMAC,Townhouse,Studio,1949546,7.2%,6.9%,High,Low
PID-01019,Park Point,JVC,Danube,Townhouse,4 BR,1281418,9.0%,8.6%,Medium,Medium
PID-01020,Canal Square,Business Bay,DAMAC,Townhouse,1 BR,2586186,7.9%,7.7%,High,Low
PID-01021,Canal Residence,JVC,DAMAC,Apartment,3 BR,1276859,8.6%,8.4%,Medium,Medium
PID-01022,Grand Point,Business Bay,Emaar,Townhouse,2 BR,1504774,7.2%,8.0%,High,Low
PID-01023,Azure Residence,Dubai Marina,DAMAC,Apartment,1 BR,2527306,8.1%,6.7%,High,Low
PID-01024,Marina Collection,JVC,DAMAC,Townhouse,3 BR,1021296,9.8%,8.0%,Medium,Medium
PID-01025,Elite Point,Dubai Marina,Emaar,Townhouse,Studio,3142890,8.9%,8.4%,High,Low
PID-01026,Canal Gardens,JVC,DAMAC,Villa,1 BR,1572559,8.3%,8.8%,Medium,Medium
PID-01027,Royal Vista,JVC,Emaar,Apartment,Studio,1430720,8.9%,8.4%,Medium,Medium
PID-01028,The View,JVC,Emaar,Villa,2 BR,1078380,8.6%,8.5%,Medium,Medium
